country,monit_program,monit_purpose,report_institute,monit_year,date_ices,day,month,num_indiv_subsample,bulk_id,station,year,species,basis_determination,matrix_analyzed,qflag,sub_samp_id,samp_ref,sub_samp_ref,date,variable,longitude,latitude,value,detect_lim,quant_lim,muscle_EXLIP%,NA_FATWT%,muscle_FATWT%,muscle_LIPIDWT%,muscle_DRYWT%,liver_DRYWT%,NA_EXLIP%,wholeorganism_AGMEA,wholeorganism_WTMEA,wholeorganism_LNMEA,NA_DRYWT%,liver_EXLIP%,wholeorganism_LNMIN,wholeorganism_LNMAX,wholeorganism_WTMAX,wholeorganism_WTMIN,liver_WTMAX,muscle_WTMAX,liver_WTMEA,liver_WTMIN,muscle_WTMEA,muscle_WTMIN,wholeorganism_AGMAX,wholeorganism_AGMIN,NA_LNMIN,NA_LNMAX,NA_LNMEA,NA_WTMEA,liver_FATWT%,value_pfos_muscle_equiv,detect_lim_pfos_muscle_equiv,quant_lim_pfos_muscle_equiv,value_pfos_muscle_equiv_wet_wgt,detect_lim_pfos_muscle_equiv_wet_wgt,quant_lim_pfos_muscle_equiv_wet_wgt,qflagged
Finland,COMB~WFD,T~S,SYKE,2015,18/09/2015,18,9,30,NA,Ahlainen,2015,Perca fluviatilis,wet weight,liver,<,60982,2227175,3796885,2015-09-18,PFBA,21.53257,61.7044,0.04,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Finland,COMB~WFD,T~S,SYKE,2015,18/09/2015,18,9,30,NA,Ahlainen,2015,Perca fluviatilis,wet weight,liver,<,60982,2227175,3796885,2015-09-18,PFBSA,21.53257,61.7044,0.03,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Finland,COMB~WFD,T~S,SYKE,2015,18/09/2015,18,9,30,NA,Ahlainen,2015,Perca fluviatilis,wet weight,liver,<,60982,2227175,3796885,2015-09-18,PFHxA,21.53257,61.7044,0.015,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Finland,COMB~WFD,T~S,SYKE,2015,18/09/2015,18,9,30,NA,Ahlainen,2015,Perca fluviatilis,wet weight,liver,<,60982,2227175,3796885,2015-09-18,PFHxDA,21.53257,61.7044,0.15000000000000002,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Finland,COMB~WFD,T~S,SYKE,2015,18/09/2015,18,9,30,NA,Ahlainen,2015,Perca fluviatilis,wet weight,liver,<,60982,2227175,3796885,2015-09-18,PFOcDA,21.53257,61.7044,0.11,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Finland,COMB~WFD,T~S,SYKE,2015,18/09/2015,18,9,30,NA,Ahlainen,2015,Perca fluviatilis,wet weight,liver,NA,60982,2227175,3796885,2015-09-18,PFDA,21.53257,61.7044,3.24,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Finland,COMB~WFD,T~S,SYKE,2015,18/09/2015,18,9,30,NA,Ahlainen,2015,Perca fluviatilis,wet weight,liver,NA,60982,2227175,3796885,2015-09-18,PFDOA,21.53257,61.7044,0.93,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Finland,COMB~WFD,T~S,SYKE,2015,18/09/2015,18,9,30,NA,Ahlainen,2015,Perca fluviatilis,wet weight,liver,NA,60982,2227175,3796885,2015-09-18,PFDS,21.53257,61.7044,0.02,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Finland,COMB~WFD,T~S,SYKE,2015,18/09/2015,18,9,30,NA,Ahlainen,2015,Perca fluviatilis,wet weight,liver,NA,60982,2227175,3796885,2015-09-18,PFHpA,21.53257,61.7044,0.02,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Finland,COMB~WFD,T~S,SYKE,2015,18/09/2015,18,9,30,NA,Ahlainen,2015,Perca fluviatilis,wet weight,liver,NA,60982,2227175,3796885,2015-09-18,PFHpS,21.53257,61.7044,0.22,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
